,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,elec_sites,MAA Value [kJ/mol],Est. Error [kJ/mol],Type
139,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,6,236.34196788075215,27.053633282617703,Double bond
140,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,2,236.34196788075215,27.053633282617703,Double bond
141,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,4,217.00141990620915,31.740439537156654,Double bond
142,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,1,169.92646766456016,36.98775778077221,Double bond
143,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,6,286.810841207918,30.575088363140623,Carbocation
144,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,8,266.17867299470817,28.74850070169912,Double bond
145,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,12,266.17867299470817,28.74850070169912,Double bond
146,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,2,266.17867299470817,28.74850070169912,Double bond
147,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,4,266.17867299470817,28.74850070169912,Double bond
148,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,10,225.06564618867677,23.88648383208689,Double bond
149,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,0,225.06564618867677,23.88648383208689,Double bond
150,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,5,211.3987540506026,35.16677460624609,Double bond
151,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,1,211.3987540506026,35.16677460624609,Double bond
152,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,9,211.3987540506026,35.16677460624609,Double bond
153,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,11,211.3987540506026,35.16677460624609,Double bond
154,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,3,189.590663042426,31.1716764785814,Double bond
155,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,7,189.590663042426,31.1716764785814,Double bond
156,CC1=CCC(CC1)[C+:20](C)C,12,{20: 7},12reac0,7,230.405295782433,32.090841354766866,Carbocation
157,CC1=CCC(CC1)[C+:20](C)C,12,{20: 7},12reac0,1,189.26742743185255,42.5801171449384,Double bond
158,CC1=CCC(CC1)[C+:20](C)C,12,{20: 7},12reac0,2,119.57586921559269,25.862032893487182,Double bond
159,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,11,223.21496389105482,27.434253181518017,Double bond
160,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,15,223.21496389105482,27.434253181518017,Double bond
161,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,13,222.0655340567485,25.82540314204196,Double bond
162,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,5,207.07688407467256,42.679935800439694,Carbocation
163,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,12,198.29375116871867,36.79611988316398,Double bond
164,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,14,198.29375116871867,36.79611988316398,Double bond
165,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,10,151.14244945475068,41.583808576456946,Double bond
166,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,1,122.96298681111239,16.656174862375142,Ester
167,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,9,86.55557706806776,12.623366541340305,Double bond
